Sent	NegAdj	Noun	Adj	Fq	AdjFq
NEG	A	Nizozemsko	poslední	2210	362.4761912979
NEG	A	Francie	zvláštní	1186	184.514567309116
NEG	A	Američanka	špatný	157	19.6215650949049
NEG	A	Kurd	poslední	274	48.3175975159933
POS	A	Brit	rád	647	177.962425726002
NEG	A	Američan	nevyzpytatelný	106	40.0824801835712
NEG	A	Čína	ztracený	73	12.0364306509624
NEG	A	Nizozemec	pouhý	115	19.9063350051878
POS	A	Čína	luxusní	660	111.102846621246
POS	A	Francouz	přitažlivý	33	10.7575368588526
POS	A	Ital	uvolněný	51	11.21421564828
NEG	A	Francie	obtížný	325	52.2571681975786
POS	A	Rom	poctivý	86	22.8121866342256
NEG	A	Rom	podezřelý	351	89.2727219179236
POS	A	Čech	opravdový	383	102.479963091161
POS	A	Rusko	kvalifikovaný	100	12.2438236064577
POS	A	Rom	bohatý	288	92.3726085212627
POS/NEG	A	Německo	hrozivý	93	15.6248680163867
POS/NEG	A	Slovensko	důležitý	2664	435.766260804004
NEG	A	Maďarsko	krizový	97	15.6461468274112
NEG	A	Rom	problematický	308	76.3505062908628
NEG	A	Čína	jedovatý	85	16.1561484151699
NEG	A	Američan	směšný	72	15.9532294305282
NEG	A	Slovensko	podivný	164	22.5240043163024
POS	A	Čína	nadějný	81	14.5295446106271
NEG	A	Francie	silný	3782	828.554973472898
NEG	A	Vietnam	tajný	116	16.0999781194739
POS	A	Ital	prestižní	218	36.2496098352566
NEG	A	Maďarsko	špatný	1052	184.788826371129
NEG	A	Brit	zoufalý	41	15.5011173029273
POS	N	Rusko	schopný	87	13.0456795689206
POS	A	Nizozemsko	liberální	301	120.721840140373
POS	A	Ukrajina	svatý	139	18.2185802519699
POS	A	Německo	požadovaný	172	27.3854290929309
POS	A	Ukrajina	zřejmý	158	22.5104304059094
NEG	A	Číňan	válečný	58	10.3342441677881
POS	A	Čína	duchovní	481	70.3057361338709
POS	N	Němec	pohodlný	75	20.1647275647934
POS	A	Němec	pravdivý	92	10.8353790094108
POS	A	Bulharsko	pevný	81	12.73524140264
NEG	A	Rusko	bojovný	71	13.5863134627806
POS	N	Ukrajina	výhodný	99	46.3017839308067
NEG	A	Češka	zklamaný	36	12.6467587566165
NEG	A	Ital	nervózní	63	17.673517625352
POS	A	Francie	báječný	80	13.474969463999
POS	A	Američan	tradiční	692	117.040367381688
POS	N	Rom	příjemný	110	14.6751191330161
NEG	A	Rom	prázdný	114	16.8977887191416
POS	A	Češka	slušný	64	11.9434423752049
NEG	A	Ukrajina	drtivý	105	16.8923852854992
POS	A	Rom	možný	834	125.823535179228
POS	A	Čech	předchozí	1389	206.140038435002
POS	A	Angličan	skvělý	198	40.2959493279858
NEG	A	Slovák	původní	216	31.0878929076809
POS	N	Čech	výhodný	74	16.2907744143728
NEG	A	Ruska	poražený	21	10.015208810797
POS	A	Ruska	dobrý	695	147.412882008954
POS/NEG	A	Francouzka	velký	548	79.7962756633325
NEG	A	Francouzka	poražený	25	10.4154138076119
POS	N	Polák	výhodný	43	10.7174799824854
POS/NEG	A	Ukrajinec	vážný	71	13.9476585869539
POS	A	Německo	věřící	301	60.8868666441766
NEG	A	Rakousko	podezřelý	372	56.3071548888711
NEG	A	Čech	frustrovaný	51	14.7268898830866
NEG	A	Němec	sporný	302	42.3566639388422
POS	A	Rusko	mohutný	368	69.2384394433135
POS	A	Rusko	citlivý	387	71.59553235022
POS	A	Rakousko	slušný	242	37.2454679773315
POS	A	Ukrajina	špičkový	122	19.5881414539718
NEG	A	Slovensko	přísný	387	78.8441658222407
POS	A	Čína	revoluční	103	19.8062266798758
POS	A	Vietnamec	ochranný	97	11.8861316187739
NEG	A	Rusko	ostudný	66	13.5197395769657
NEG	A	Čína	omezený	229	37.6205044001054
POS	A	Polsko	reálný	400	59.6581295606013
POS	A	Čech	čestný	417	81.8065422996017
NEG	A	Ukrajina	problematický	131	35.0956829966482
POS	A	Čech	ideální	883	178.458579226873
NEG	A	Polák	zvláštní	313	45.1162614758295
POS	A	Slovensko	věřící	303	59.3371289851959
POS	A	Němec	zamilovaný	38	11.7383720115918
NEG	A	Brit	divoký	131	22.1228360705469
POS	A	Slovensko	citlivý	249	41.9955225732276
POS	A	Slovák	nadšený	69	17.9793382446845
POS	A	Ital	přesný	94	16.4568493589516
POS	A	Německo	spolehlivý	296	50.4194933777694
NEG	A	Rusko	korupční	135	23.8898625286364
POS	A	Rakousko	výjimečný	220	29.788302533232
NEG	A	Slovensko	tvrdý	900	142.766756149184
POS	N	Rakušan	příjemný	87	16.7103139980519
NEG	A	Němka	bojovný	21	11.1949231324231
POS	A	Vietnamec	otevřený	66	13.5849898237198
POS	A	Angličan	možný	164	21.8293560625004
NEG	A	Brit	smutný	54	12.5420858508934
POS	A	Brit	bohatý	515	342.407688278764
POS	A	Italka	výborný	66	21.4778642554535
NEG	A	Rusko	rozdělený	135	26.3138771886691
NEG	A	Německo	tragický	404	53.6004054376813
NEG	A	Francouz	poslední	3015	523.636825443643
NEG	A	Američan	napjatý	62	11.1618421631579
POS	A	Bělorusko	zkušený	64	10.8956978579436
NEG	A	Rumunsko	poslední	1686	278.612882770843
POS	A	Itálie	duchovní	153	20.0965470025949
POS	A	Francie	milý	113	19.8273722492262
POS	A	Němec	vynikající	610	124.105226040287
POS	A	Ruska	slavný	63	26.7621109192418
NEG	A	Německo	protestní	309	54.6109274998096
NEG	A	Německo	složitý	867	134.720089570716
POS	A	Nizozemec	hrdý	24	11.4546435292929
POS	A	Slovensko	milý	140	21.5026874673947
NEG	A	Itálie	zvláštní	642	102.382174161568
NEG	A	Romka	poškozený	29	13.6246181370752
POS	A	Rakousko	svatý	425	45.961762252711
POS	A	Rumun	dobrý	527	104.591139733623
NEG	A	Rakousko	smutný	113	18.8901414505288
NEG	A	Německo	těžký	2848	453.269897349999
NEG	A	Rakousko	dramatický	230	32.6354751701912
POS/NEG	A	Čech	hrozivý	97	19.1665396543655
POS/NEG	A	Rusko	vážný	1184	209.828337439761
NEG	A	Američan	děsivý	93	17.163609050201
NEG	A	Američan	nemocný	177	58.1830671112486
POS	A	Angličan	správný	98	43.3576911248946
NEG	A	Rumunsko	rizikový	51	10.4164121357058
POS	A	Slovák	nadějný	96	34.155023391006
POS	A	Francie	boží	146	21.9980957632123
NEG	A	Němec	krizový	215	31.8501847754039
POS/NEG	A	Rus	velký	6786	1354.04903931719
POS	A	Polsko	pěkný	260	39.7499796110766
POS	A	Čína	odvážný	100	14.1205015705748
NEG	A	Rusko	bolestný	88	17.181653717925
NEG	A	Brit	válečný	283	46.7538113571637
POS/NEG	A	Rusko	důležitý	4342	809.53732202656
NEG	A	Slovensko	dominantní	285	58.5502092946733
POS	N	Němec	vhodný	101	12.7562891327816
POS	A	Francie	věčný	141	29.8658223850477
NEG	A	Němec	ničivý	67	11.1715421545446
POS	A	Polsko	nadějný	170	28.7281495651639
NEG	A	Slovensko	krutý	147	31.652968010204
POS	A	Čech	zvýšený	442	95.9303364123104
POS	A	Itálie	vhodný	275	39.8377184168417
NEG	A	Maďarsko	fašistický	129	34.2265378182112
NEG	A	Polsko	falešný	235	44.165688729784
NEG	A	Německo	slábnoucí	57	10.8883078925385
POS	A	Rakušan	sociální	301	37.1836986514395
POS	A	Čína	ideální	164	35.2670792717702
POS	A	Cikán	úspěšný	131	29.3385790915944
NEG	A	Američan	smutný	173	27.2814295253498
NEG	A	Rakousko	poslední	5573	898.716743366288
POS	A	Ukrajina	pravý	293	44.3831333282541
POS/NEG	A	Ukrajinka	velký	235	39.3991863373739
POS	A	Češka	půvabný	110	74.8330447330447
POS	A	Slovák	pevný	102	16.4091129464383
NEG	A	Kazach	silný	48	14.1776691282574
POS	A	Slovensko	výborný	859	141.146745258202
POS	A	Čech	přesný	721	126.089377605287
NEG	A	Polák	radikální	65	14.2105863200453
POS	A	Rakousko	vítězný	536	103.404435385768
POS	A	Rom	výhodný	94	16.5040950288975
POS/NEG	A	Američan	drahý	503	124.190772730893
POS	A	Itálie	získaný	109	17.6636118048543
NEG	A	Ukrajina	rozdělený	123	52.8623932102379
NEG	A	Rusko	palčivý	60	13.1506940945016
NEG	A	Slovensko	kritický	410	61.7784498099786
POS	A	Číňan	jednoduchý	98	18.371772820828
NEG	A	Kurd	špatný	94	27.7867497631492
POS	A	Brit	jednotný	205	32.6098090105406
NEG	A	Němec	zlý	593	180.522502830093
NEG	A	Polsko	ztracený	138	23.9035202749984
NEG	A	Slovensko	podezřelý	547	97.1524841596333
POS	N	Čech	pohodlný	44	14.8921647213268
POS	A	Slovensko	lidský	1007	114.654601895744
POS	A	Německo	napínavý	119	22.9427025631147
POS	A	Francouz	správný	178	41.357570292356
POS	A	Američanka	dokonalý	42	10.3914025577106
POS	A	Francie	liberální	322	51.5090888803312
POS	A	Slovák	získaný	59	10.6254585727158
NEG	A	Američan	unavený	132	39.5313688689793
POS	A	Vietnam	dobrý	625	114.873738558282
POS/NEG	A	Maďar	obrovský	113	18.0759463372321
NEG	A	Francie	opuštěný	87	13.7921585036288
POS	A	Polsko	definitivní	152	20.9645191714911
POS	A	Čech	pozoruhodný	320	56.8873600129008
POS	A	Američan	hezký	150	26.237590426764
POS	A	Rus	dobrý	4517	920.460978676633
POS	A	Rakousko	vhodný	370	51.2621463242181
POS	A	Itálie	správný	232	31.8925815574585
POS	A	Rakousko	definitivní	137	18.7527821566824
POS	A	Polák	výborný	522	135.245188890489
NEG	A	Německo	opuštěný	148	21.9991431322168
POS	N	Američan	jistý	119	19.8978809057776
POS	N	Slovensko	významný	28	10.9721532552415
POS	A	Rom	jasný	377	57.5051163424399
POS	A	Němec	ochotný	811	183.976634108595
POS	N	Německo	reálný	77	11.4362174486273
POS	A	Itálie	hezký	229	45.4088676511153
POS	A	Rumunsko	nadějný	37	11.2363645412558
POS	A	Ital	nadějný	37	10.1169024388065
POS	A	Německo	skvělý	1379	235.010175555817
POS	A	Američanka	špičkový	48	11.432223350367
POS	A	Rakousko	pevný	179	24.5049253498406
NEG	A	Maďar	zvláštní	133	18.8349898190238
POS	A	Nizozemsko	vhodný	83	12.173814350199
NEG	A	Čech	trapný	155	30.9829346132784
POS/NEG	A	Britka	velký	183	43.35533530799
NEG	A	Brit	radikální	99	14.4175415779613
NEG	A	Rakousko	extrémní	217	35.6122564524619
POS	A	Čech	uklidňující	49	11.5055388024428
POS	A	Maďarsko	přátelský	238	46.0685444058503
POS	A	Čech	elegantní	69	12.0898056598208
NEG	A	Rusko	dramatický	665	113.998988348557
POS	A	Němec	optimistický	111	19.5033083858421
POS	A	Slovensko	duchovní	191	23.4892536798351
POS	A	Ukrajina	základní	853	117.173026800058
NEG	A	Ukrajina	sužovaný	29	11.0296292787672
POS	A	Čína	kvalifikovaný	88	14.0390052385919
NEG	A	Ital	drtivý	75	22.329952691152
POS	A	Čech	osvícený	59	10.6031241388396
NEG	A	Mongolsko	poslední	307	54.2170743629172
NEG	A	Brit	sebevražedný	66	12.1229400561599
NEG	A	Francie	komediální	95	24.8856630883872
POS	A	Čína	bohatý	1316	271.030549657404
NEG	A	Čech	zabitý	81	50.0653842101104
POS	A	Slovenka	vítězný	123	68.922650361621
NEG	A	Čína	falešný	194	37.4437711560843
NEG	A	Polsko	dominantní	157	26.6932451069524
POS	A	Rom	snadný	198	40.3110907273359
NEG	A	Číňanka	těžký	77	13.4944731021074
POS	A	Polsko	přesný	180	23.3449822228027
POS	A	Francouz	obranný	94	14.4423788595621
NEG	A	Němec	hlučný	94	30.2881539395081
POS	A	Ital	jednoduchý	141	24.2202834331643
POS	A	Slovensko	šťastný	271	38.4176469292733
NEG	A	Francie	zásadní	566	91.6513674854912
NEG	A	Vietnamka	poškozený	18	12.3279220779221
NEG	A	Slovensko	brutální	119	19.2770553555517
NEG	A	Rom	zabitý	54	25.166221847468
POS/NEG	A	Rom	velký	5606	1197.80974108464
NEG	A	Čína	takzvaný	532	79.4049205095719
NEG	A	Rusko	takzvaný	900	134.27961783563
NEG	A	Ruska	silný	127	44.8123957615105
POS	A	Polsko	slušný	288	47.4344754490211
NEG	A	Rakušan	tvrdý	147	24.1395963620089
NEG	A	Čech	prasklý	59	12.2158520801474
NEG	A	Američan	cynický	48	10.5538545996826
POS	A	Němec	připomínající	147	25.5471673816629
POS	A	Rumunsko	zajímavý	315	46.4044976822049
POS	A	Slovensko	jasný	1392	216.372965179581
POS	A	Francouz	hezký	114	23.2798108621192
POS	A	Nizozemsko	bezpečnostní	113	12.5516309280477
NEG	A	Rusko	děsivý	128	21.3825200648216
NEG	A	Francie	kritický	309	45.4681991299491
POS	A	Brit	mírový	109	15.764175128098
POS	A	Američan	zaručený	44	10.2915269353028
NEG	A	Francie	postižený	369	60.4524363084837
NEG	A	Němec	tajný	607	95.1326248910813
POS	A	Brit	neuvěřitelný	78	12.5822295958897
POS	A	Kazachstán	možný	129	18.8315895569785
POS	A	Německo	hodný	149	22.0494023084756
POS	N	Čech	přesný	77	14.0430653068874
POS	A	Němec	rozhodující	663	105.332656349187
POS	A	Maďarsko	příjemný	103	15.3397811621873
NEG	A	Američan	bojovný	56	14.1558713423985
POS	A	Rusko	úžasný	151	28.1217267352142
NEG	A	Američan	posedlý	128	60.6757264713155
POS	A	Rusko	čestný	202	30.8928179162388
POS	A	Bulhar	základní	78	15.0517046697146
NEG	A	Rusko	válečný	1676	293.851776258086
NEG	A	Itálie	falešný	199	32.8542410780924
NEG	A	Rumunsko	slabý	169	39.3316207267841
POS	A	Němec	dobrý	10708	1941.80294028473
POS	A	Rus	lidský	338	43.3140233730184
POS	A	Rusko	nadšený	194	28.4347953858941
POS	N	Rusko	rád	132	23.7905844350921
NEG	N	Američan	závislý	317	45.5582519031214
POS	A	Američanka	půvabný	71	51.5779761904762
POS	A	Bulharsko	lidský	103	12.8063403486272
NEG	A	Čech	strašlivý	74	17.2757447938456
NEG	A	Rusko	izolovaný	87	28.4966691941817
POS	A	Francie	zkušený	519	73.748756790751
POS	N	Rom	vhodný	60	12.6935354676134
NEG	A	Ital	pouhý	359	60.4874367147467
NEG	A	Američanka	extravagantní	49	33.9877886002886
POS/NEG	A	Vietnamec	důležitý	138	23.3818488448119
POS	A	Rus	předchozí	326	49.4819112751691
NEG	N	Slovensko	poslední	144	17.7641619415487
POS	A	Francie	kvalifikovaný	98	15.1536471861249
POS	A	Čech	výborný	1384	314.777311108504
NEG	A	Nizozemec	slabý	100	21.0014289874735
POS	A	Německo	vděčný	150	28.8862613707154
NEG	A	Francie	odlišný	327	49.518598996053
NEG	A	Rusko	odstrašující	81	16.6728794850754
NEG	A	Rumunsko	zraněný	82	13.3270144511894
POS	N	Rakušan	rád	42	13.3989378509214
POS	A	Rakousko	pěkný	242	34.0724355067048
POS	A	Rumunsko	významný	397	58.0556575864615
POS	A	Německo	vzdělávací	395	53.0729503729439
POS	A	Polsko	mocný	125	28.0100626533754
POS	A	Rus	bezpečnostní	349	50.355134403688
POS/NEG	A	Čech	strašný	227	41.4540419391468
NEG	A	Rom	zanedbaný	55	12.1878532415297
NEG	A	Rakousko	odlišný	200	36.0725955503363
NEG	A	Německo	vražedný	85	11.0041178726381
NEG	A	Rus	slabý	293	56.6952935543386
POS	A	Rusko	správný	600	100.77556473132
NEG	A	Bělorusko	zvláštní	105	19.5216438190028
POS	A	Francie	dokonalý	223	31.0351121500492
POS	A	Ukrajinka	dobrý	307	52.3468834385362
NEG	A	Němec	rasistický	78	11.4021996497189
POS	A	Angličan	dobrý	1183	215.474755207123
NEG	A	Rus	radikální	81	12.0363433789243
NEG	A	Rakušan	poslední	1656	268.992295372299
POS	N	Ital	příjemný	106	24.3594347340532
NEG	A	Francie	drtivý	225	40.3065156764225
POS	A	Itálie	věřící	90	18.3356400693155
POS	A	Francie	jistý	1567	240.584477480055
NEG	A	Polsko	extrémní	128	16.5234345153565
POS	A	Holanďan	krásný	68	11.8814591891233
POS	A	Bělorus	rád	56	10.1244128913169
POS	A	Američan	významný	868	173.749779010073
NEG	A	Ukrajina	válečný	720	148.278187197541
POS	A	Češka	bohatý	174	109.112966497893
POS	A	Německo	uvolněný	131	18.2106074341195
NEG	A	Rakušan	původní	138	22.0752819838384
POS	A	Angličan	vynikající	73	17.3694470552299
POS	A	Bělorus	vítězný	65	25.2271592778605
POS	A	Maďar	zajímavý	125	19.1597907109365
POS	A	Angličanka	vítězný	18	10.0459475165358
NEG	A	Ukrajina	sporný	103	16.1016638114624
NEG	A	Čech	utlačovaný	46	14.0719728800611
POS	A	Francouz	vynikající	285	81.0707343066918
POS	A	Polák	bohatý	474	285.875158611399
POS	A	Francie	záchranný	282	37.5334352166245
POS	A	Rakousko	požadovaný	87	18.4560667710755
POS	A	Slovensko	motivovaný	78	10.3822281559209
POS/NEG	A	Rakousko	velký	18001	3353.0766696646
NEG	A	Německo	bombardovaný	26	16.2683712121212
POS	A	Nizozemec	jistý	171	41.2464949271329
NEG	A	Čech	poškozený	131	25.3212679932877
NEG	A	Čína	agresivní	145	35.7558635407827
POS	A	Francouz	ideální	110	18.0857249366224
NEG	A	Němec	zákeřný	59	13.4366877173552
POS	A	Američan	báječný	71	10.2218128533371
POS	A	Rom	lidský	1630	201.357663198537
NEG	A	Ukrajinec	brutální	91	23.0918655975885
POS	A	Němec	bohatý	1173	529.996650978843
POS	A	Polák	výjimečný	165	26.3630027164852
NEG	A	Rus	obtížný	105	22.6504294865547
POS	A	Rusko	liberální	737	143.898174563011
NEG	A	Holanďan	špatný	102	15.6109471677262
NEG	A	Itálie	pouhý	517	91.3480202013674
NEG	A	Rakousko	pasivní	137	22.4276649682399
NEG	A	Itálie	špatný	1468	259.108349313139
POS	A	Holanďan	pravý	39	11.4112266674338
POS	A	Čína	nádherný	195	29.7602292823253
POS	A	Francouz	otevřený	170	31.157769469649
POS	A	Itálie	užitečný	78	10.6385939934936
NEG	A	Němec	nepřátelský	287	48.992188354072
POS	A	Němec	zřejmý	252	31.4304155988028
NEG	A	Vietnamec	agresivní	25	10.4608123157036
NEG	A	Rusko	vinný	74	17.3433085793143
POS	A	Rakousko	ochranný	173	23.3875063243223
POS	A	Slovensko	prospěšný	97	15.9794008738166
POS	A	Německo	rozumný	230	28.877908315033
POS	A	Američanka	předchozí	125	21.5285534602617
POS	A	Bulharsko	rád	274	44.861481187263
POS	A	Ukrajina	ochotný	286	71.7085373798059
POS	A	Čech	odvážný	369	111.898281949795
POS	A	Čína	mistrovský	73	11.4321384069562
NEG	A	Francouz	obžalovaný	24	12.955237582838
NEG	N	Slovák	závislý	118	15.0988652393488
NEG	A	Němec	jednostranný	127	19.9803189507524
NEG	A	Rusko	prázdný	170	28.7135979027891
POS	A	Ital	dokonalý	70	12.6913535726922
NEG	A	Francouzka	nemocný	28	22.4242424242424
POS	A	Itálie	přesný	143	22.3535280525977
POS	A	Ital	fantastický	90	13.5352157995034
NEG	A	Němec	obviněný	216	64.7411037693384
POS	A	Čech	preventivní	184	41.3169770975499
NEG	N	Čech	obyčejný	49	12.7985193823466
POS	A	Čech	vášnivý	264	66.3649194958367
POS	N	Rakousko	příznivý	89	16.8964423152784
POS	A	Američan	štíhlý	33	10.5432817186083
POS	A	Rusko	ochotný	995	234.751993956345
NEG	A	Rakušan	obviněný	28	12.8488023088023
NEG	A	Maďar	podezřelý	45	14.8724822007822
POS	A	Rakušan	bohatý	226	107.153037091907
NEG	N	Moldavsko	závislý	55	14.5272036882232
NEG	A	Čína	podezřelý	211	39.6492920726671
POS	A	Němka	pravý	58	10.4560183667382
POS	A	Ukrajina	spolehlivý	85	15.8591072751797
NEG	A	Čech	bolestný	95	18.9236819438411
POS	A	Brit	rozhodující	103	17.7638021803693
NEG	A	Bulhar	nízký	88	19.2293321824926
POS	A	Němec	tradiční	1014	174.697911520764
POS	A	Německo	věčný	155	23.6437628088385
POS	A	Slovensko	ideální	363	58.0075243811708
POS	A	Polák	rozsáhlý	123	16.9161977024711
POS	A	Německo	špičkový	1163	188.583725329411
POS/NEG	A	Polák	velký	6903	1194.2440862634
POS	A	Rus	čestný	72	11.4153187894809
POS	A	Rakousko	stabilní	173	31.3121451166198
POS	A	Francie	bohatý	1288	263.372508872243
POS	A	Američan	elegantní	52	11.607431241574
POS	A	Italka	dobrý	506	93.6001546803422
POS	A	Čína	schválený	62	13.4989211045208
POS	A	Čech	velkolepý	140	25.3884654035124
POS	A	Ukrajina	zvýšený	159	21.9366406947731
POS	A	Slovensko	vášnivý	81	14.1732680006126
POS	A	Německo	krásný	1392	227.034130779973
POS	A	Slovensko	mohutný	134	19.7175342917754
NEG	A	Ital	obyčejný	74	39.1731905893671
NEG	A	Maďar	poslední	897	147.153386519242
POS	A	Rom	jednoduchý	254	39.0308813684684
POS	A	Brit	odvážný	43	16.1345708814749
NEG	A	Polák	kritický	89	13.904495245982
NEG	A	Rumun	špatný	117	22.3771926379216
NEG	A	Němec	poražený	386	129.230505077327
NEG	A	Američan	katastrofální	64	10.5716884388717
POS	A	Američan	citlivý	290	70.3763657866808
NEG	A	Američan	nervózní	121	30.0729187404887
POS	A	Rumunsko	cenný	95	15.380934858114
POS	A	Francouz	nadšený	114	33.480530359007
NEG	A	Brit	obžalovaný	27	10.3386823206585
POS	A	Německo	jednotný	1154	289.159872702524
POS	A	Rus	super	79	13.8591405065997
POS	A	Rusko	důvěryhodný	120	21.8714504494987
POS/NEG	A	Vietnam	drahý	70	10.2302975110831
POS	A	Ruska	zkušený	66	45.1150721958561
POS	A	Maďarsko	tradiční	663	84.7558391873056
NEG	A	Itálie	dominantní	82	13.5990675747225
POS	A	Itálie	rozhodující	472	80.9117031661474
NEG	A	Ruska	pouhý	79	12.7493312271456
NEG	A	Rom	závažný	152	18.6015524200097
NEG	A	Němec	bolavý	74	13.3076396143675
NEG	A	Slovensko	pasivní	74	14.4783715252755
POS/NEG	A	Rumunsko	vážný	156	26.8139897914362
NEG	A	Itálie	válečný	500	88.4103446008409
POS/NEG	A	Nizozemka	velký	172	34.1970700295791
NEG	A	Slovensko	špinavý	118	15.9323578991171
NEG	A	Bělorusko	tajný	93	11.3299235569995
NEG	A	Slovensko	obyčejný	231	33.4843068017337
POS	A	Bělorusko	jistý	183	30.5452079022379
POS	A	Itálie	aktivní	315	50.3131887458509
POS	A	Rom	přátelský	54	11.2194428013507
POS	A	Číňan	aktivní	46	13.4969805194805
POS	A	Nizozemec	výborný	128	32.3388350897554
NEG	A	Slovensko	údajný	533	86.284178732232
POS	A	Polka	dobrý	318	60.1671312822681
POS	A	Maďar	ochotný	84	16.8660919452423
NEG	A	Němec	chybějící	84	13.0875460511409
NEG	A	Nizozemsko	válečný	134	18.185299052565
POS	A	Ukrajinec	vynikající	40	10.5804367014787
NEG	A	Rakousko	drtivý	166	24.6581040141737
POS	A	Francie	pěkný	260	42.3682727734217
POS	A	Američan	jistý	1393	342.551319501006
POS	A	Američan	důstojný	54	13.1879898589622
NEG	A	Američan	takzvaný	461	69.4224082980948
POS	A	Německo	prospěšný	153	21.6597137747948
POS	A	Francie	výjimečný	639	129.875609581948
POS	A	Italka	správný	20	10.2012588718471
POS	A	Německo	dobrý	16203	2788.37053861639
POS	A	Němec	prestižní	369	49.9342539551197
POS	A	Čech	bezpečnostní	722	96.8324973047769
POS/NEG	A	Vietnam	velký	2054	354.286742176976
POS	A	Američan	sladký	86	15.5999882641261
NEG	A	Polsko	zvláštní	971	161.414142307378
POS	A	Nizozemec	přesný	50	12.6538119225581
NEG	A	Maďarsko	kritický	146	22.2819283962135
NEG	A	Ital	zklamaný	75	19.5968031104236
POS	A	Slovensko	sociální	2615	363.217699260256
POS	A	Polák	fantastický	44	10.1643987149318
NEG	A	Němec	frustrovaný	47	17.0808654640853
NEG	A	Čína	pasivní	62	13.4210433051383
NEG	A	Čech	obtížný	438	80.3585692269795
POS	A	Polsko	snadný	276	50.9700050973952
POS/NEG	A	Slovák	vážný	236	37.148301665949
POS	A	Rumunka	dobrý	372	64.7116125192201
POS	A	Maďar	úspěšný	164	41.2846389080682
NEG	A	Slovensko	zlý	160	30.6693190125048
POS	A	Čína	liberální	168	22.5365339101038
NEG	A	Čech	nízký	2782	493.337644484226
POS	N	Američan	trpělivý	23	12.4452704158587
POS	A	Rus	odvážný	58	14.8778809271224
NEG	A	Britka	poslední	118	19.8829860542085
NEG	A	Čech	extravagantní	33	10.6177081140892
POS	A	Američanka	slavný	421	160.688357987202
NEG	A	Angličan	plachý	45	41.1612794612795
POS	A	Itálie	špičkový	462	70.0697513005025
POS	A	Francouzka	hezký	33	10.9206277056277
POS	A	Francie	fantastický	150	27.3205464454175
POS	A	Češka	hrdý	254	102.315749701438
POS	A	Ukrajinec	šťastný	32	10.5677572673439
NEG	A	Rakousko	obyčejný	130	18.4625748372491
POS	A	Polsko	velkolepý	86	10.2088663958833
NEG	A	Čína	ostrý	412	81.0902545922492
NEG	N	Polák	poražený	33	10.3254019089758
NEG	A	Francie	slabý	703	136.179902586228
POS	A	Polák	optimistický	54	12.1133083288285
NEG	A	Polsko	šílený	90	10.8891495685921
POS	A	Slovák	definitivní	71	10.8709890940818
NEG	A	Německo	jednostranný	184	32.4755695591096
POS	A	Slovák	zřejmý	83	10.9613073891616
POS	A	Němec	nádherný	195	32.8972756393224
NEG	A	Brit	nemocný	63	19.6930015800283
POS/NEG	A	Bělorusko	vážný	87	15.6440020036011
POS	A	Ital	pěkný	98	16.3135247190099
POS	A	Slovák	schopný	322	66.5727927684736
POS	A	Ukrajinec	aktivní	43	11.5355381359919
POS	A	Rus	vyrovnávací	39	12.3575176837106
POS	A	Rom	skvělý	101	17.29527555016
POS	A	Němec	chytrý	181	44.7898770774699
NEG	A	Německo	pochybný	106	14.4968652482635
NEG	A	Francie	děsivý	98	13.8440170626983
NEG	A	Ukrajina	zraněný	135	22.7914380934615
POS	A	Rakousko	čestný	211	26.7310843921995
POS	A	Ukrajina	výhodný	223	46.8162253642636
POS	A	Polka	skvělý	46	14.8714131027211
POS	A	Itálie	sociální	668	78.946009140397
NEG	A	Čech	hloupý	319	76.9032474124826
NEG	A	Kurdistán	divoký	169	156.41045796309
POS/NEG	A	Francouz	obrovský	395	69.6377322071037
NEG	A	Němec	zabitý	221	159.471902899178
POS	A	Německo	pacifistický	47	11.1126631842166
NEG	A	Rakousko	problematický	111	18.3118569553985
NEG	A	Rakušan	zásadní	79	14.832476156249
NEG	A	Rakousko	tvrdý	483	81.3100251515465
POS	A	Rom	ochranný	62	10.2446571673545
POS	A	Slovensko	vděčný	72	10.0969529470707
POS	A	Rakousko	velkolepý	88	13.8054443286477
POS	N	Rom	spravedlivý	53	10.7080398317133
POS	A	Čech	duchovní	377	63.3580100462128
POS	A	Bulharsko	vhodný	60	12.1898461616655
POS	A	Rakousko	ochotný	262	43.6089759950528
NEG	A	Kurdistán	poslední	95	13.5354817670033
NEG	A	Německo	omezený	495	74.9228670706571
POS	A	Francie	dobrodružný	378	156.699229249626
NEG	A	Francie	naléhavý	72	10.023384602656
POS	A	Polák	statečný	45	16.8543865768398
NEG	A	Američan	radikální	352	50.4008955819786
POS	A	Italka	úspěšný	57	17.4958326456381
NEG	A	Nizozemec	útočný	127	23.7642602229212
NEG	N	Slovensko	omezený	91	12.3813841550646
NEG	N	Itálie	poražený	34	17.4151010753952
NEG	A	Francie	krajní	260	43.0568413383744
NEG	A	Rusko	oslabený	198	82.5785129681564
NEG	A	Ukrajina	přísný	88	13.9896282070785
POS	A	Ukrajina	dohodnutý	67	10.2536848175569
NEG	A	Francie	podezřelý	458	74.0048439938005
POS	A	Německo	vytrvalý	67	11.4269259247912
POS	A	Ruska	vítězný	269	152.066251583259
NEG	A	Polsko	korupční	154	33.3800121683718
NEG	A	Slovák	tvrdý	330	72.450962660195
POS	A	Američan	čestný	161	34.7263855083665
